Median.Age,Unemployment.Rate,Violent.Crimes.Per.1000,Murders.And.Manslaughters.Per.1000,Rapes.Per.1000,Robberies.Per.1000,Aggravated.Assaults.Per.1000,Property.Crimes.Per.1000,Burglaries.Per.1000,Larceny.Thefts.Per.1000,Motor.Vehicle.Thefts.Per.1000,High.School.Or.Higher.Pct,Bachelors.Or.Higher.Pct,Republican.Vote.Pct,Without.Health.Insurance.Pct,Income.Per.Capita,Median.Household.Income,Poverty.Rate,Land.Area,Population.Density,Female.Pct,White.Pct,Black.Pct,Asian.Pct,Mixed.Race.Pct,Hispanic.Pct,Foreign.Born.Pct,County,Population,Crude.Rate,Gun.Law.Rank.2010,Federal.Govt.Expenditure.Per.Person
45.7,12.3,8.939606546,0.037170921,0.281879486,2.347963188,6.272592951,45.57154938,11.63449833,31.31030595,2.626745097,86.5,25.9,53.1,23.7,28418,45565,14.4,742.93,434.5,51.6,81.9,8.7,1.6,2,14.9,11.5,"Manatee County, FL",322833,14.56,10,7.732081293
47.3,13.8,6.266261795,0.066405472,0.498041039,0.941750327,4.760064957,25.16767382,7.13858822,16.50779661,1.521288991,84.1,16.8,55.3,25.3,22407,38988,15.9,1584.55,209.1,52,81,12.3,1.3,2.1,10.9,7.2,"Marion County, FL",331298,15.09,10,8.586592735
38.2,12.4,8.814569576,0.091330237,0.274391282,3.223396563,5.225451494,52.49886338,10.42686871,35.62279811,6.449196554,76.5,25.9,41.8,30.2,22619,41367,17.7,1897.72,1315.5,51.6,73.8,18.9,1.5,2.4,65,49.4,"Miami-Dade County, FL",2496435,10.37,10,10.85969953
38.3,8.1,3.810377056,0.016590902,0.309696829,0.768711772,2.715377554,30.63233456,5.790224641,23.21620157,1.625908352,90.5,27.5,72,24.7,28361,49215,12.5,930.25,194.4,49.8,81.1,9.3,2.9,3.9,6.8,6.6,"Okaloosa County, FL",180822,12.72,10,21.08210284
33.7,11.4,10.38085232,0.109951866,0.486057056,3.461738496,6.323104901,53.00290762,13.91850996,33.82503342,5.259364234,86.7,29.6,40.4,22.5,25778,46826,14.3,903.43,1268.5,50.8,63.6,20.8,4.9,3.4,26.9,18.4,"Orange County, FL",1145956,9.69,10,9.163021966
43.5,11.7,6.559182628,0.072719891,0.297697052,2.156599254,4.032166432,41.04280323,10.0338299,27.49645112,3.512522214,86.6,31.3,38.3,24.9,33586,49660,14.4,1969.76,670.2,51.6,73.5,17.3,2.4,2.3,19,21.2,"Palm Beach County, FL",1320134,11.97,10,8.078768519
43.6,13.1,4.043495009,0.051646557,0.296967702,0.865079826,2.829800924,37.51691963,10.31855166,24.56224163,2.636126336,85.4,18.9,51.2,20.3,23811,40289,13.2,746.89,622.2,51.4,88.2,4.5,2.1,2.2,11.7,9,"Pasco County, FL",464697,12.05,10,7.404020254
46.3,11.7,7.87634391,0.054552874,0.424421358,2.225757248,5.17161243,44.58169947,10.55816318,30.93802575,3.085510539,87.8,26.7,45.3,19.3,28872,43200,13.3,273.8,3347.5,52,82.1,10.3,3,2.2,8,11,"Pinellas County, FL",916542,13.75,10,11.30916314
39.8,12.5,4.701915811,0.073078169,0.272382265,1.165928965,3.190526412,39.0851942,11.01985567,25.35148108,2.713857448,82,18,52.6,21.7,22283,41913,16.8,1797.84,334.9,51,75.2,14.8,1.6,2.4,17.7,10.1,"Polk County, FL",602095,9.63,10,6.903520209
42.2,9.5,3.699240682,0.021048311,0.110503633,0.373607523,3.194081215,28.209999,5.709354396,21.10093191,1.399712691,91.7,37.6,65.4,19.8,36198,62180,8.7,600.66,316.4,51.4,89.3,5.6,2.1,1.8,5.2,6.4,"St. Johns County, FL",190039,14.21,10,6.935265919
42.4,14.1,5.428580685,0.0395984,0.352785747,1.252749389,3.783447149,30.59876381,9.212027834,19.97199313,1.414742844,82.9,18,43.5,24.4,23779,44545,15.6,571.93,485.7,51.1,71.8,19.1,1.6,2.6,16.6,15.5,"St. Lucie County, FL",277789,12.6,10,7.236600441
52.5,12.2,3.987371129,0.042166516,0.26617613,1.04362126,2.635407223,38.7826527,9.331976977,27.70076532,1.749910396,89.9,28.9,49.6,25.4,32768,45953,12.7,555.87,682.6,52.3,90.2,4.7,1.3,1.6,7.9,11.7,"Sarasota County, FL",379448,11.6,10,10.25429044
38.2,10.7,3.988474586,0.035484649,0.205810966,1.045614334,2.701564636,29.67226378,7.231771536,19.96129808,2.479194167,90.6,33.2,51,21.2,29741,56201,10.4,309.22,1367,51.6,78.2,11.1,3.7,2.9,17.1,11.5,"Seminole County, FL",422718,8.99,10,5.129914033
45.3,12,5.988762477,0.030327967,0.32754204,1.461807992,4.16908448,38.87843136,10.31353052,25.6331974,2.931703441,86.7,20.5,46.7,22.5,24474,41390,15.2,1101.03,449.2,51.1,82.5,10.5,1.5,2.1,11.2,7.5,"Volusia County, FL",494593,15.97,10,8.714524872
35.6,10.6,6.904665471,0.14143635,0.379306576,2.841584859,3.542337686,67.77372756,16.43233235,44.46244543,6.878949771,80.6,22.7,40.7,14.9,21269,37367,21.8,249.76,622.8,52.9,43.2,52.1,1.6,1.4,2.8,2.7,"Bibb County, GA",155547,20.57,38,11.00277087
34,9.1,5.725536345,0.09806584,0.188588154,3.243716243,2.195166108,50.17953592,12.66935216,32.31646601,5.193717751,87.1,29,42.5,20.4,25240,42431,16.3,426.44,621.7,51.8,52.8,40.1,2.4,2.1,5.4,4.6,"Chatham County, GA",265128,13.2,38,13.10849099
31.6,12.4,7.100345381,0.123350191,0.373905267,3.44995066,3.153139262,55.07586037,19.20408289,28.75986802,7.111909461,82.9,17.5,16.6,18.2,18962,42975,16.4,141.57,1832.5,52.1,18.9,66.1,5,2.5,13.7,13.3,"Clayton County, GA",259424,9.25,38,4.925218947
35.4,9.7,3.332471028,0.034879767,0.186025422,1.405363927,1.706201913,28.13198504,7.193951848,18.17235837,2.765674822,90,43,54.2,18.1,32713,62893,11.4,339.55,2026.4,51.4,62.2,25,4.5,2.7,12.3,14.8,"Cobb County, GA",688078,7.99,38,9.782213644
34.3,10.4,8.356783491,0.169101292,0.290507347,4.954523315,2.942651537,64.11829575,18.94223529,34.44896827,10.72709219,87,37.6,20.3,17.2,28064,50092,17,267.58,2585.7,52.1,33.3,54.3,5.1,2.4,9.8,16.2,"DeKalb County, GA",691893,14.6,38,7.438166017
34.2,10.6,10.70519596,0.143387708,0.275912712,4.920805448,5.36509009,68.35248609,17.74422892,40.65367415,9.95458303,87.8,45.8,32.1,17,36412,56313,17.6,526.64,1748,51.3,44.5,44.1,5.6,2.2,7.9,11.9,"Fulton County, GA",920581,15.53,38,18.06923237
33.7,9.2,3.224801042,0.048427894,0.193711576,1.774447705,1.208213868,28.49919473,8.216599344,17.29993382,2.982661572,87.6,35.2,54.7,22.2,27301,58732,13.7,430.38,1871.2,50.7,53.3,23.6,10.6,3.1,20.1,23.1,"Gwinnett County, GA",805321,8.2,38,2.794488161
35.3,10.4,2.652975157,0.019615343,0.117692059,0.818940575,1.69672718,27.79003737,6.384794186,18.72284501,2.682398172,89.3,23.5,53.4,16.2,25990,63892,7.6,322.13,633,52,55,36.9,2.9,2.4,5.8,6.3,"Henry County, GA",203922,10.79,38,3.812266455
34.5,7.6,3.230879199,0.057183703,0.157255182,0.75768406,2.258756254,39.40671909,8.3845604,29.15654039,1.865618299,88,25.1,59.7,18.4,25192,50733,13.7,375.54,372.5,51.3,63.3,28.6,2.4,2.8,6.1,4.1,"Houston County, GA",139900,15.01,38,17.86884918
33.5,9.4,6.71459041,0.157990363,0.37917687,3.344129341,2.833293836,76.84124602,17.23674856,51.12041499,8.484082471,83.9,22.1,39.9,15.3,21717,39060,17.5,216.39,877.5,52.1,46.3,45.5,2.2,3,6.4,4,"Muscogee County, GA",189885,15.27,38,25.22886484
33.2,10.3,5.659464769,0.099726251,0.723015323,3.60510399,1.231619205,71.18459828,17.66151913,45.15604665,8.367032496,81.6,19.7,33.8,18.2,20135,34552,22.6,324.33,618.4,51.6,39.7,54.2,1.7,2.6,4.1,3.3,"Richmond County, GA",200549,16.95,38,12.49804786
37.8,5.6,2.701406935,0.018883621,0.212965285,0.973555587,1.496002442,33.34113157,6.682703757,22.52711111,4.131316702,89.7,30.7,28.7,8.2,29221,67019,9.7,600.74,1586.7,49.9,20.8,2,43.9,22.3,8.1,18.4,"Honolulu County, HI",953207,2.83,4,18.24676592
34.7,6.1,4.017276612,0.037154003,0.60607468,0.866152703,2.507895226,34.89225339,6.497306335,26.14712985,2.247817202,90.9,33.4,41.8,9.7,29592,54948,10.9,573.8,750.5,51,84.7,6,3.5,2.4,7.6,7,"Polk County, IA",430640,6.5,13,10.7820639
34.8,8.9,2.273393396,0.015291884,0.318580913,0.234475552,1.705045047,21.94640195,4.656378627,16.43622647,0.853796847,92.5,34.2,52,13.9,27805,53828,11.8,1052.58,372.8,49.9,90.3,1.1,2.4,2.8,7.1,6.2,"Ada County, ID",392365,9.43,49,8.402648045
38.9,11,4.678903057,0.014441059,0.541539706,0.202174823,3.920747469,21.68324982,5.083252704,15.35084552,1.249151588,90.8,22,62,15.8,23846,47196,13.8,1244.13,111.3,50.7,94.5,0.3,0.7,2.4,3.8,2.6,"Kootenai County, ID",138494,15.16,49,10.7324144
35.3,10.5,7.129223676,0.103182586,0,3.466049368,3.559991722,30.99173673,6.069484616,20.78532343,4.136928682,82.7,32.7,22.8,17.4,29021,52516,16,945.33,5495.1,51.6,55.4,24.8,6.2,2.5,24,20.5,"Cook County, IL",5194675,11.18,6,8.844578535
38.2,8.3,0.719797933,0.008724823,0,0.185402498,0.525670612,11.13614651,1.670803687,9.042188884,0.423153936,91.8,44.4,43.9,11.3,37592,73554,6.7,327.5,2799.8,51,77.9,4.6,10.1,2.2,13.3,17.9,"DuPage County, IL",916924,4.25,6,7.767163909
34.5,10.3,1.556468563,0.005822202,0,0.359035766,1.191610596,12.98545032,2.546242836,9.740543289,0.698664193,83.1,30.9,43.4,16,28980,66604,9.4,520.06,990.8,50.2,74.6,5.7,3.5,2.6,30.7,17.3,"Kane County, IL",515269,4.27,6,5.03022693
36.7,10.5,0.916893876,0.009950786,0,0.228868084,0.678075006,11.12640057,2.126625177,8.624488601,0.375286796,88,40.9,39.6,13.1,37970,76336,7.6,443.67,1585.6,50.1,75.1,7,6.3,2.6,19.9,17.9,"Lake County, IL",703462,5.54,6,6.015624156
38,9.6,0.427516518,0.006477523,0,0.058297707,0.362741288,5.742324135,0.731960098,4.932633761,0.077730276,91.1,31.2,46.6,13.3,31766,74669,6.6,603.17,511.9,50.1,90.1,1.1,2.5,1.7,11.4,10,"McHenry County, IL",308760,6.48,6,3.850735199
36.9,10.9,0.481381639,0.022217614,0,0.155523299,0.303640726,8.59451373,1.570044731,6.572710845,0.451758154,86.6,23.2,38.1,12.7,24316,46368,17.1,657.76,410.6,51.9,64.6,30.5,1.2,2.2,3.3,2.4,"St. Clair County, IL",270056,14.44,6,13.10778135
39.2,8,8.315397665,0.020256754,0,1.671182235,6.623958676,36.0874079,8.882586788,25.57921657,1.625604538,90.2,29.9,47,10.4,27907,52581,13.1,868.3,227.4,52,83.6,11.8,1.6,2.2,1.8,2.5,"Sangamon County, IL",197465,11.65,6,27.91519003
35.4,10.4,1.185134896,0.010331188,0,0.355688057,0.81911565,11.01304682,1.970305213,8.678198241,0.364543361,89.1,29,42.8,12.1,29207,72478,7,836.91,809.6,50.3,76,11.2,4.6,2.3,15.6,11.2,"Will County, IL",677560,5.46,6,3.459780684
38.3,15.2,8.084235909,0.08128264,0.443667744,2.069320545,5.489964981,41.81653153,12.19916956,26.65054561,2.966816362,83.8,20.5,42.8,13.3,23773,44390,17.7,513.36,575.2,51.1,77.4,12.2,2.3,2.8,10.9,7.6,"Winnebago County, IL",295266,9.82,6,6.447786064
35.3,10.5,2.490649511,0.070357331,0.329272308,1.398703737,0.692316135,33.19740297,7.601406021,23.40366252,2.192334428,87.9,24.7,51.8,13.8,24140,47284,14.6,657.31,540.6,51.3,79.3,11.7,2.7,2.9,6.5,5.2,"Allen County, IN",355329,11.26,30,8.633469264
37.4,11,4.342698158,0.175401458,0.252013589,1.558452032,2.35683108,36.91696656,7.77411518,24.49572081,4.647130573,85.2,18.3,32.5,13.4,22973,47054,16.4,498.96,994.1,51.7,64.4,25.9,1.2,2.4,16.7,6.4,"Lake County, IN",496005,19.76,30,8.077795587
33.9,10,10.99410777,0.129511741,0.534651032,4.624786776,5.70515822,57.51428227,16.40371356,33.67194565,7.438623058,84.1,27.7,35.4,13.1,24682,41201,19.7,396.3,2279.6,51.8,62.7,26.7,2,2.8,9.3,6.8,"Marion County, IN",903393,16.27,30,14.51592275
36.2,11.5,4.311975754,0.059940584,0.367136076,1.899367252,1.985531842,47.26689669,12.82728495,31.30022365,3.139388082,86.1,25.7,41,13.6,23136,43544,16.4,457.85,583,51.5,78.7,12.7,1.9,2.9,7.3,5.4,"St. Joseph County, IN",266931,10.11,30,11.29705804
36.4,6.5,2.592896823,0.012863414,0.281157487,0.286670379,2.012205543,22.30332299,2.967773472,17.68903247,1.646517047,95.3,50.5,53.8,9,37118,72006,6.8,473.38,1149.6,51.2,86,4.3,4.2,2.5,7.2,7.5,"Johnson County, KS",544179,7.72,37,4.664976046
34.2,8.7,6.613626559,0.060196844,0.618020928,0.989234798,4.946173989,44.61589397,8.983375638,31.64548072,3.987037613,88.1,27.2,55.4,14.7,25241,48071,13.5,997.51,499.6,50.6,76.3,9.3,4.1,4,13,7.2,"Sedgwick County, KS",498365,9.23,37,9.305962497
38.1,6.9,4.422988299,0.061820675,0.28662313,1.607337552,2.467206942,51.43480167,11.09962121,35.91781222,4.417368238,89.6,28.5,49.3,11,25506,46194,16.6,544.02,327.1,51.7,81.2,8.6,1.2,4.1,10.8,4,"Shawnee County, KS",177934,16.3,37,16.18493374
32.8,10.4,4.882384686,0.152376115,0.419034316,1.492016126,2.818958128,43.46528682,10.2028507,25.51665027,7.745785848,78.9,15.3,28.9,15.9,18849,37341,21.4,151.6,1039,50.7,54.6,25.2,2.5,3.7,26.4,12.1,"Wyandotte County, KS",157505,15.87,37,10.26404876
33.7,8.1,6.091892239,0.04056754,0.469907337,1.801874896,3.779542466,35.08754137,7.741638861,25.2803386,2.065563906,87.5,39,46.9,19.6,27878,46386,17.4,283.65,1042.8,50.8,75.7,14.5,3.2,2.5,6.9,8,"Fayette County, KY",295803,9.8,46,10.26389861
37.9,10.6,6.225914052,0.098502758,0.313049861,2.623141941,3.191219491,43.75546488,10.71386163,29.14602157,3.895581679,86.6,28.1,43.5,14.3,26400,44516,15.8,380.42,1948.1,51.7,72.7,20.8,2.2,2.2,4.4,5.1,"Jefferson County, KY",741096,12.95,46,12.71083773
36.4,7.4,8.095101757,0.105895226,0.458879315,1.906114077,5.62421314,45.25256012,10.73463833,30.74883613,3.769085654,83.2,22.3,48.1,23.9,22323,38095,16.9,878.54,290.2,52.5,49,47.2,1.1,1.5,2.4,1.8,"Caddo Parish, LA",254969,18.04,28,8.239582067
35.9,7,4.518384794,0.077813745,0.342380478,1.006391102,3.091799469,31.61831839,12.31013446,17.22277556,2.085408367,81.2,19.3,61.4,23.9,23514,43534,16.4,1063.66,181.2,51.2,70.8,24.8,1.1,1.9,2.6,1.7,"Calcasieu Parish, LA",192768,17.64,28,7.477148697
32.6,7.2,8.09230958,0.195378614,0.20900968,2.912504458,4.775416827,49.53302239,14.20584273,31.98075293,3.34642673,87.1,32.2,48.3,21.4,25233,44720,17.5,455.37,966.6,52,48.8,45.3,2.8,1.3,3.7,4.3,"East Baton Rouge Parish, LA",440171,25.22,28,21.02347724
38.4,6.9,6.623481107,0.113281178,0.231186077,1.777820933,4.50119292,43.34507759,10.2484788,28.6878803,4.408718489,82.5,23,62.5,22.9,25196,46428,13.7,295.63,1463.1,51.4,62.9,26.3,3.9,2.1,12.4,9.4,"Jefferson Parish, LA",432552,22.89,28,9.916044776
33.2,5.7,7.676754912,0.058670085,0.437769093,1.719484786,5.460830949,40.21608643,9.12094161,27.89988176,3.195263068,84.6,27.7,64.9,25,26675,47901,13.7,268.72,824.6,51.2,69.4,25.8,1.5,1.6,3.9,3,"Lafayette Parish, LA",221578,14.44,28,5.80092789
34.4,7.2,1.999593833,0.039054567,0.187461922,0.39054567,1.382531673,27.3225751,8.420164654,16.98092575,1.921484698,83.2,15.6,85,23.3,22722,51946,12,648.17,197.5,50.5,91.9,5.1,0.5,1.1,3,1.2,"Livingston Parish, LA",128026,21.87,28,4.064932123
34.6,8.8,8.414066295,0.520607628,0.22104011,3.161455258,4.510963299,44.23128939,13.50962252,21.36527169,9.356395185,81.5,29.3,19.1,21.7,23559,35243,23.9,169.42,2029.4,51.6,33,60.2,2.9,1.7,5.2,5.1,"Orleans Parish, LA",343829,47.41,28,24.07525543
34.1,7.7,4.931043456,0.071558678,0.182149362,1.183970856,3.493364559,55.94587562,15.47619048,38.27738746,2.192297684,83.1,24.2,62.1,23,21158,37928,20.8,610.41,251.8,52.2,60.4,36.6,0.9,1.1,1.8,1.2,"Ouachita Parish, LA",153720,18.21,28,7.637275566
39.3,5.8,2.665354668,0.021391289,0.2438607,0.248138958,2.15196372,23.29083597,4.890048772,17.00179687,1.398990331,88.2,30.2,75.8,20.1,28587,58868,10.3,845.55,276.4,51.2,83.6,11.4,1.3,1.8,4.7,3.1,"St. Tammany Parish, LA",233740,11.98,28,5.92053136
39.8,11.2,6.033358564,0.029181904,0.333768022,1.263941198,4.406467439,27.00420402,7.103969651,17.85385338,2.046380988,79.5,24,37.2,7.9,27590,54048,11.1,553.1,991.3,51.6,88.4,3.3,1.9,2.6,6,12.4,"Bristol County, MA",548285,4.38,3,11.28570543
40.4,8.9,3.50126958,0.020184106,0.19242181,0.643200177,2.645463488,21.6198687,5.402612362,14.08043232,2.136824017,88,35.7,38.8,7.6,33432,62758,10.8,492.56,1508.8,52,81.9,3.8,3.1,2.6,16.5,13.6,"Essex County, MA",743159,3.23,3,12.68084353
38.6,10.2,6.643077521,0.038835789,0.511337893,1.592267363,4.500636475,32.99316059,8.325961725,21.37478694,3.292411918,83.2,23.6,36.1,7.3,24556,46646,17.2,617.14,751,52,76.5,9,2,2.9,20.9,8.4,"Hampden County, MA",463490,5.61,3,9.286521824
38.5,7,2.6525446,0.010644774,0.164328697,0.598768533,1.878802596,20.01882794,4.114205118,14.43897052,1.465652308,91.3,48.4,33.9,8.5,39322,77672,7.4,817.82,1837.9,51.4,80,4.7,9.3,2.5,6.5,17.6,"Middlesex County, MA",1503085,2.33,3,13.40184421
31.5,8.1,11.06474447,0.092794828,0.408574242,3.973557629,6.589817776,37.82566483,6.143848603,27.63069875,4.051117485,83.2,39.6,21.2,8.8,31080,53751,17.3,58.15,12415.7,51.8,56,21.6,8.2,3.9,19.9,26.9,"Suffolk County, MA",722023,9.69,3,23.10941757
39.2,9.3,4.261463248,0.018783999,0.205371723,0.687494365,3.349813162,20.43699095,5.385998658,13.37045052,1.680541781,88.1,32.2,41.8,7,29882,62885,9.4,1510.77,528.6,50.8,85.6,4.2,4,2.3,9.4,10.4,"Worcester County, MA",798552,3.38,3,7.916019245
38.4,6.8,5.791807401,0.040918357,0.202731858,1.506539497,4.041617689,35.90027824,6.359084619,26.60065172,2.940541908,89.9,35.3,50,13.2,37823,79843,6.8,414.9,1295.9,50.6,75.4,15.5,3.4,2.9,6.1,6.6,"Anne Arundel County, MD",537656,6.51,7,15.26899914
39.1,8,6.125245178,0.03850793,0.188813074,2.148990906,3.748933268,33.6000318,5.525266792,24.42272266,3.652042349,88.3,34.3,41.7,12.9,33158,64629,8.3,598.3,1345.5,52.7,64.6,26.1,5,2.4,4.2,9.5,"Baltimore County, MD",805029,7.33,7,11.39010893
38.5,5.6,2.2957942,0.021609896,0.139949803,1.226618864,0.907615636,26.57193986,3.869200444,20.24950169,2.453237728,91.1,56.1,27,14.7,46122,93774,6.7,491.25,1978.2,52,57.5,17.2,13.9,4,17,29.6,"Montgomery County, MD",971777,3.29,7,21.26438679
34.9,7.4,8.570568206,0.141298557,0.289546223,4.360566121,3.779157305,50.79914758,9.507539784,30.01551968,11.27608811,86.1,29.9,10.4,20.2,30917,69545,7.8,482.69,1788.8,52,19.2,64.5,4.1,3.2,14.9,18.2,"Prince George's County, MD",863420,12.86,7,16.07540131
34.4,10.9,16.33274876,0.378445667,0.220625772,6.539863212,9.193814104,50.85987687,12.74798256,29.17252452,8.939369783,76.9,24.9,11.7,14.2,22911,38458,20.9,80.94,7671.5,52.9,29.6,63.7,2.3,2.1,4.2,6.2,"Baltimore city, MD",620961,26.57,7,27.48556834
39.2,10.9,7.22019009,0.044070336,0.734505604,1.101758406,5.339855743,41.68319304,11.43625226,28.65306362,1.593877161,86.5,18.8,44.5,9.8,22521,39130,17.4,706.23,192.8,51.1,82.2,10.9,1.6,3.1,4.5,3.5,"Calhoun County, MI",136146,14.69,12,10.88397015
38.5,13.7,7.668099298,0.086897297,0.568355293,2.205312478,4.80753423,36.38883017,12.84905705,19.77735503,3.762418093,87.5,18.8,32.9,12.8,23093,41586,19.3,636.98,668.5,51.8,74.5,20.7,0.9,2.6,3,2.5,"Genesee County, MI",425790,18.32,12,8.810298504
31.4,10.4,5.628437672,0.03916054,0.537567418,1.14277577,3.908933943,30.98666762,7.995870343,21.39589526,1.59490201,90.7,34.9,32.6,14.9,23669,42990,19.1,556.12,505.1,51.4,76.2,11.8,5.2,4,7.3,7.8,"Ingham County, MI",280895,7.83,12,23.48211965
34.1,10.2,4.605901786,0.011984133,0.511323008,1.262328677,2.820265968,38.28131554,9.695163603,26.62874354,1.957408391,91.5,33.3,39.4,12.7,24560,42336,19.6,561.66,445.7,51,81.7,10.9,2.1,3.3,4,4.4,"Kalamazoo County, MI",250331,8.39,12,8.611877874
34.4,10.2,5.059556405,0.02986947,0.424810246,1.627886138,2.976990551,31.85744961,7.273216046,23.01774578,1.566487782,87.6,29.4,48.9,12.2,25018,47684,14.5,846.95,711.5,51,79.9,9.7,2.3,3,9.7,7.7,"Kent County, MI",602622,4.15,12,5.995131276
39.9,13.7,3.34015872,0.014269101,0.351971157,0.661135012,2.31278345,24.81753387,5.025101727,16.09792408,3.694508061,87.3,21.5,44.8,11.6,27037,50709,10.9,479.22,1754.9,51.4,85.4,8.6,3,2.1,2.3,9.4,"Macomb County, MI",840978,8.68,12,9.429567718
40.2,12.1,3.201198973,0.030772762,0.286935216,0.746031561,2.137459434,22.98974851,5.020118733,15.47204586,2.497583922,91.8,41.6,42,10.2,36318,62626,9.7,867.66,1385.7,51.5,77.3,13.6,5.6,2.2,3.5,11.3,"Oakland County, MI",1202362,7.15,12,7.394004468
39.5,11.8,11.74007963,0.099915571,0.509569414,1.95334942,9.177245228,32.90719342,12.3295815,18.61926672,1.958345198,86.3,17.9,40.6,9.8,21665,39364,22.2,800.11,250.2,51.7,74.6,19,1.1,2.5,7.8,1.9,"Saginaw County, MI",200169,10.99,12,9.102348516
33.3,8.1,3.976321888,0.034803693,0.379940312,0.864291701,2.697286182,27.87195721,6.751916378,19.33345128,1.786589557,93,50.2,28.8,14.4,30792,54939,14.2,705.97,488.4,50.7,74.5,12.7,7.9,3.4,4,10.9,"Washtenaw County, MI",344791,6.09,12,10.22946075
37.3,14.5,12.05437376,0.187302536,0.34878918,4.105276109,7.413005937,47.12334064,13.57970849,22.06270076,11.48093139,82,19.3,24.7,13.2,21691,38256,24.2,612.08,2974.4,52,52.3,40.5,2.5,2.4,5.2,7.9,"Wayne County, MI",1820584,20.1,12,10.7689637
36.8,7,0.863124511,0.007527249,0,0.333708023,0.521889239,26.30020675,3.472570706,21.706076,1.121560047,94.5,37.9,46.3,8.5,34108,69807,6.1,562.17,709,50.9,85.2,4.7,4.4,2.9,6,7.4,"Dakota County, MN",398552,6.52,15,5.409753307
